INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21216312, 'Rosï¿½rio', 'Mourinho', 'Castelo Branco    Sertã    Cernache do Bonjardim    3 283     7 206', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52717122, 'Orlando', 'Ruas', 'Guarda    Sabugal    Rapoula do Côa    249    787', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16512256, 'Alï¿½cia', 'Rosário', 'Viseu    Viseu    Fail    778    692', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71251111, 'Gideï¿½o', 'Gameiro', 'Braga    Vieira do Minho Vilarchão    291    855', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61239712, 'Jï¿½', 'Pestana', 'Castelo Branco    Sertã    Figueiredo    286    1 470', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (58614656, 'Vilmar', 'Dâmaso', 'Bragança    Macedo de Cavaleiros    Vale Benfeito    231    1 586', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51274485, 'Bebiana', 'Severo', 'Coimbra    Penela    Penela (S. Miguel)    1 741     3 261', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12229131, 'Laila', 'Horta', 'Viseu    Sátão    Sátão    3 721     1 810', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21122912, 'Virgolina', 'Galante', 'Setúbal    Almada    Cova da Piedade    21 154     128', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45311327, 'Tadeu', 'Mansilha', 'Braga    Barcelos    Chavão    733    200', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67261126, 'Pelï¿½gio', 'Saldanha', 'Beja    Odemira    Sta. Clara-a-Velha    780    9 942', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (55841262, 'Joel', 'Damascena', 'Porto    Marco de Canaveses    Penha Longa    2 196     1 220', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (46631111, 'Ofï¿½lia', 'Cavadas', 'Guarda    Vila Nova de Foz Côa    Murça    135    819', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15637862, 'Viriato', 'Naves', 'Aveiro    Ílhavo    Gafanha da Encarnação    4 907     1 171', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31528152, 'Graï¿½a', 'Barcelos', 'Porto    Paredes    Madalena    1 725     116', 'Juiz');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (95116741, 'Ariela', 'Delgado', 'Lisboa    Alenquer    Olhalvo    2 006     825', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27162141, 'Lï¿½vio', 'Leme', 'Castelo Branco    Castelo Branco    Sobral do Campo    516    3 129', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21437111, 'Cibelli', 'Soverosa', 'Coimbra    Soure    Tapéus    447    1 441', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42225313, 'Melinda', 'Espartero', 'Guarda    Guarda    Casal de Cinza    592    1 718', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32176166, 'Erasmo', 'Botelho', 'Guarda    Guarda    Vila Garcia    334    1 708', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32217582, 'Ania', 'Alves', 'Guarda    Vila Nova de Foz Côa    Cedovim    434    3 076', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (77121112, 'Tï¿½nia', 'Bouça', 'Porto    Baião    Mesquinhata    408    316', 'Designer gráfico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28489718, 'Wagner', 'Modesto', 'Viseu    Lamego    Vila Nova de Souto D'El-Rei    868    940', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34558617, 'Nï¿½via', 'Galante', 'Viana do castelo    Ponte da Barca    Crasto    509    240', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41311262, 'Dolores', 'Cardim', 'Vila Real    Valpaços    Santiago da Ribeira de Alhariz    835    1 809', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31114446, 'Martina', 'Barcelos', 'Açores    Praia da Vitória    Biscoitos    1 425     2 630', 'Tradutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12162411, 'Paloma', 'Imperial', 'Bragança    Mogadouro    Vilarinho dos Galegos    251    2 436', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82881952, 'Natacha', 'Barroso', 'Viana do castelo    Vila Nova de Cerveira    Sopo    576    1 391', 'DevOps engineer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23147111, 'Noemi', 'Raminhos', 'Madeira    Porto Moniz    Achadas da Cruz    220    1 000', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11248211, 'Nï¿½lia', 'Bogalho', 'Viseu    Vouzela    Cambra    1 366     2 539', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41191122, 'Anastï¿½cia', 'Maltez', 'Lisboa    Lisboa    Prazeres    8 492     148', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22513436, 'Leda', 'Falcão', 'Santarem    Rio Maior    Arruda dos Pisões    425    970', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64171111, 'Leocï¿½dio', 'Seixas', 'Açores    Nordeste    Santana    449    732', 'Especialista em marketing digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24427212, 'Edmar', 'Pinto', 'Porto    Felgueiras    Vila Verde    714    122', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12336371, 'David', 'Conceição', 'Braga    Amares    Fiscal    638    406', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (86278122, 'Raimundo', 'Castanho', 'Braga    Póvoa de Lanhoso (N. S. do Amparo)    Esperança    436    368', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28621542, 'Benito', 'Simas', 'Lisboa    Arruda dos Vinhos    Arranhó    2 495     2 123', 'Gestor de e-commerce');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34656215, 'Guido', 'Castello', 'Guarda    Pinhel    Alverca da Beira    495    795', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32281762, 'Barnabï¿½', 'Quinzeiro', 'Bragança    Bragança    Quintanilha    304    2 491', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12833341, 'Michael', 'Negrão', 'Leiria    Pombal    Vila Cã    1 725     3 035', 'Programador / Desenvolvedor de software');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16137279, 'Josï¿½lia', 'Mont'Alverne', 'Beja    Mértola    S. João dos Caldeireiros    728    10 344', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11541911, 'Marcela', 'Fidalgo', 'Bragança    Macedo de Cavaleiros    Ferreira    222    1 957', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36276115, 'Micaela', 'Damazio', 'Braga    Fafe    Regadas    1 794     488', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22874128, 'Thays/Taï¿½s', 'Prudente', 'Évora    Évora    N. S. da Tourega    804    19 884', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12142731, 'Miracema', 'Carlos', 'Guarda    Guarda    Monte Margarida    44    381', 'Maquinista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (16621213, 'Antenor', 'Pereira', 'Coimbra    Penacova    Lorvão    4 220     2 577', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (46931241, 'Ladislau', 'Caneira', 'Braga    Vila Nova de Famalicão    Requião    3 034     820', 'Tradutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45412931, 'Justino', 'Caldas', 'Coimbra    Figueira da Foz    Ferreira-a-Nova    1 678     1 125', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31841429, 'Neusa', 'Covinha', 'Leiria    Leiria    Colmeias    3 717     3 311', 'Carpinteiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25212321, 'Jessï¿½', 'Portugal', 'Viana do castelo    Monção    Sá    233    396', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64433211, 'Karen', 'Olivera', 'Castelo Branco    Idanha-a-Nova    Segura    233    7 376', 'Técnico de radiologia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81511115, 'Vitï¿½ria', 'Varella', 'Vila Real    Chaves    Travancas    520    1 346', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15713254, 'Cleusa', 'Lampreia', 'Beja    Odemira    Sta. Clara-a-Velha    780    9 942', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11751743, 'Reginaldo', 'Rico', 'Braga    Vila Nova de Famalicão    Carreira    1 907     215', 'Polícia');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82122871, 'Ieda', 'Lampreia', 'Braga    Vila Nova de Famalicão    Carreira    1 907     215', 'Estafeta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (27452827, 'Alexander', 'Tavares', 'Viseu    Castro Daire    Ribolhos    306    232', 'Músico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31694221, 'Inï¿½cio', 'Urias', 'Bragança    Bragança    Deilão    219    4 214', 'Explicador / tutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (36611112, 'Palmira', 'Novaes', 'Aveiro    Anadia    Moita    2 733     3 399', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (85251312, 'Fedra', 'Rodovalho', 'Castelo Branco    Castelo Branco    Alcains    4 928     3 709', 'Engenheiro civil');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21144142, 'Emï¿½lia', 'Castelão', 'Viana do castelo    Caminha    Vilar de Mouros    819    900', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61353211, 'Virgï¿½nia', 'Gorjão', 'Porto    Matosinhos    S. Mamede de Infesta    23 542     521', 'Economista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33511215, 'Felicia', 'Laureano', 'Santarem    Benavente    Samora Correia    12 826     32 241', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (53151847, 'Bebiana', 'Pallos', 'Porto    Vila do Conde    Touguinhó    1 458     476', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64934611, 'Aurï¿½lio', 'Quaresma', 'Leiria    Batalha    Golpilheira    1 609     430', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14226111, 'Lï¿½cio', 'Conde', 'Guarda    Pinhel    Souro Pires    594    1 619', 'Gestor de transportes');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32146151, 'Augusta', 'Vilas Boas', 'Castelo Branco    Castelo Branco    Louriçal do Campo    805    2 207', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64122531, 'Carlota', 'Vilanova', 'Viseu    Mangualde    Espinho    1 226     1 531', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51319991, 'Cristela', 'Bogalho', 'Évora    Portel    Amieira    436    9 836', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (59646771, 'Emï¿½dio', 'Furquim', 'Bragança    Miranda do Douro    Vila Chã de Braciosa    391    4 282', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71113815, 'Caetana', 'Gabeira', 'Braga    Vila Verde    Carreiras (Santiago)    445    256', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11268121, 'Orlanda', 'Severo', 'Açores    Praia da Vitória    S. Brás    1 012     530', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41175313, 'Edson', 'Raminhos', 'Aveiro    Sta. Maria da Feira    Souto    4 835     940', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (85113351, 'Sidney', 'Laureano', 'Viana do castelo    Paredes de Coura    Ferreira    479    1 001', 'Gestor de marketing');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15413133, 'Silvestre', 'Batata', 'Évora    Évora    Canaviais    3 001     1 443', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82612112, 'Lilian', 'Manso', 'Setúbal    Seixal    Amora    50 991     2 731', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12374532, 'Adalberto', 'Amarante', 'Bragança    Mirandela    Freixeda    115    1 145', 'Técnico administrativo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11422262, 'Geraldina', 'Guerreiro', 'Viana do castelo    Ponte de Lima    Gaifar    306    301', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (97344181, 'Nero', 'Portela', 'Viseu    Lamego    Cambres    2 678     1 116', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41641614, 'Veloso', 'Hipólito', 'Castelo Branco    Idanha-a-Nova    Penha Garcia    928    12 857', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51271123, 'Paula', 'Alcoforado', 'Vila Real    Alijó    Pinhão    829    300', 'Juiz');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21141245, 'Wilker', 'Coito', 'Viseu    Lamego    Lamego (Sé)    3 144     956', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21766222, 'Micaela', 'Mourato', 'Porto    Gondomar    Covas    763    129', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (49181113, 'Venceslau', 'Taveiros', 'Guarda    Fornos de Algodres    Vila Ruiva    180    713', 'Juiz');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21621182, 'Amï¿½lia', 'Nobre', 'Leiria    Caldas da Rainha    A dos Francos    1 797     1 978', 'Animador turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (54323114, 'Eusï¿½bio', 'Couto', 'Bragança    Alfândega da Fé    Soeima    180    1 091', 'Designer gráfico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (17431643, 'Leopoldina', 'Carvalhal', 'Viseu    Armamar    Santiago    180    376', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11611215, 'Dione', 'Telles', 'Viana do castelo    Monção    Valadares    218    186', 'Operador de máquinas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15435611, 'Ernesto', 'Mena', 'Leiria    Leiria    Marrazes    20 444     1 890', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33311861, 'Laurentina', 'Alencar', 'Braga    Guimarães    Urgezes    5 124     462', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19241237, 'Nï¿½lida', 'Salgueiro', 'Santarem    Santarem    Achete    1 895     3 163', 'Soldador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52451472, 'ï¿½urea', 'França', 'Viseu    Sernancelhe    Barcos    658    981', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11587232, 'Leandra', 'Penteado', 'Braga    Vila Nova de Famalicão    Lemanhe    1 427     267', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41262131, 'Olivier', 'Moutinho', 'Guarda    Almeida    Peva    140    1 453', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14542174, 'Filipa', 'Maciel', 'Aveiro    Aveiro    S. Bernardo    4 079     398', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26358449, 'Vï¿½nia', 'Calçada', 'Évora    Évora    N. S. de Guadalupe    495    6 866', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18314915, 'Domingos', 'Guedelha', 'Viana do castelo    Monção    Tangil    936    2 134', 'Biólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52187198, 'Kevin', 'Paes', 'Vila Real    Chaves    Vale de Anta    1 200     1 037', 'Médico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14332253, 'Lï¿½ia', 'Chamusca', 'Beja    Moura    Santo Amador    456    7 263', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21751241, 'Cï¿½ssio', 'Liberato', 'Beja    Serpa    Vila Verde de Ficalho    1 446     10 503', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (33511163, 'ï¿½nio', 'Mattozo', 'Viseu    Resende    Resende    2 873     1 199', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (55257266, 'Belmira', 'Varão', 'Castelo Branco    Castelo Branco    Mata    590    2 397', 'Solicitador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23229522, 'Ezequiel', 'Salgueiro', 'Bragança    Mogadouro    Saldanha    203    2 572', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (29114731, 'Esdras', 'Capucho', 'Porto    Penafiel    Bustelo    1 676     650', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39511617, 'Lucï¿½lia', 'Madeira', 'Bragança    Bragança    Carragosa    260    2 769', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (86112118, 'Ciro', 'Garrau', 'Aveiro    Oliveira de Azemeis    S. Martinho da Gândara    2 289     708', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51121811, 'Melissa', 'Menezes', 'Bragança    Macedo de Cavaleiros    Vale da Porca    349    1 723', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71352341, 'Lino', 'Cotrim', 'Braga    Amares    Torre    402    154', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43921257, 'Avelino', 'Costa', 'Guarda    Guarda    Vila Soeiro    58    531', 'Motorista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26212892, 'Ubiratï¿½', 'Temes', 'Viana do castelo    Monção    Messegães    329    206', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43173657, 'Damiï¿½o', 'Caneira', 'Porto    Paredes    Recarei    4 686     1 663', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21113266, 'Dayse', 'Figueira', 'Madeira    Câmara de Lobos    Curral das Freiras    1 673     2 507', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (63332127, 'Duarte', 'Nóbrega', 'Santarem    Abrantes    Alferrarede    3 831     2 362', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31453512, 'Edson', 'Sarmento', 'Aveiro    Aveiro    Eixo    5 253     1 580', 'Designer gráfico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13221263, 'Gilberto', 'Magalhães', 'Lisboa    Lourinhã    Moledo    425    740', 'Educador social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26271731, 'Tarcï¿½sio', 'Paes', 'Évora    Évora    Torre de Coelheiros    817    22 623', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11312263, 'Ema', 'Soverosa', 'Porto    Amarante    Vila Garcia    671    360', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13417172, 'Caetana', 'Pinto', 'Braga    Vila Nova de Famalicão    Cavalões    1 465     433', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93122112, 'Valentim', 'Manso', 'Leiria    Pombal    Albergaria dos Doze    1 745     2 284', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11594234, 'Joviano', 'Rebouças', 'Porto    Penafiel    Galegos    2 532     352', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11273255, 'Ermï¿½nia', 'Sacadura', 'Viseu    Armamar    Santiago    180    376', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (29719521, 'Sebastiï¿½o', 'Barata', 'Braga    Amares    Figueiredo    1 040     322', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21221376, 'Laï¿½s', 'Festas', 'Braga    Fafe    Várzea Cova    447    1 168', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26413236, 'Alda', 'Velasco', 'Bragança    Miranda do Douro    Sendim    1 432     3 831', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (64211174, 'Melinda', 'Paião', 'Bragança    Carrazeda de Ansiães    Pereiros    310    1 466', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41335146, 'Eliana', 'Azevedo', 'Castelo Branco    Idanha-a-Nova    Segura    233    7 376', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12111341, 'Jacob', 'Paiva', 'Aveiro    Sta. Maria da Feira    Arrifana    6 544     532', 'Veterinário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13261131, 'Maurï¿½cia', 'Aldeia', 'Bragança    Vinhais    Vale das Fontes    430    1 665', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (72885451, 'Aura', 'Ríos', 'Lisboa    Odivelas    Famões    9 008     469', 'DevOps engineer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11681183, 'Armï¿½nio', 'Inácio', 'Lisboa    Lisboa    Lumiar    35 585     628', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12224422, 'Querubim', 'Milheiriço', 'Madeira    Porto Moniz    Ribeira da Janela    291    1 990', 'Serralheiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93131422, 'Serena', 'Castel-Branco', 'Viseu    S. Pedro do Sul    Covas do Rio    179    2 651', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (79152412, 'Virgï¿½lio', 'Villaverde', 'Aveiro    Anadia    Ancas    757    634', 'Analista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51728412, 'Elen', 'Janes', 'Aveiro    Águeda    Macieira de Alcoba    110    939', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43661431, 'Marcos', 'Veríssimo', 'Lisboa    Loures    Sta. Iria de Azóia    17 571     717', 'Técnico administrativo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15312215, 'Jï¿½lia', 'Passarinho', 'Vila Real    Vila Pouca de Aguiar    Telões    1 630     4 535', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44953361, 'Noï¿½lia', 'Nóbrega', 'Viseu    Sátão    Vila Longa    241    799', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32316421, 'Gregï¿½rio', 'Magalhães', 'Viseu    Moimenta da Beira    Ariz    164    771', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14431189, 'Cassandra', 'Marins', 'Évora    Montemor-o-Novo    S. Cristovão    754    14 533', 'Esteticista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19525331, 'Delfino', 'Barra', 'Viseu    Oliveira de Frades    Ribeiradio    1 208     1 517', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24741152, 'Norma', 'Borba', 'Bragança    Mogadouro    Vale de Porco    158    1 586', 'Diretor de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12351131, 'Silvana', 'Miera', 'Braga    Guimarães    Moreira de Cónegos    5 828     445', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (62961194, 'Tadeu', 'Grillo', 'Viseu    Tarouca    Dálvares    621    304', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12841431, 'Evandro', 'Velasco', 'Bragança    Vinhais    Sta. Cruz    72    1 048', 'Programador / Desenvolvedor de software');
