INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12554151, 'Paulina', 'Campelo', 'Braga    Póvoa de Lanhoso (N. S. do Amparo)    Taíde    1 569     734', 'Pescador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21557833, 'Bernardete', 'Montenegro', 'Braga    Barcelos    Vila Cova    1 970     956', 'Assistente social');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71136131, 'Tabita', 'Rêgo', 'Aveiro    Oliveira de Azemeis    Carregosa    3 552     1 080', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23111694, 'Franklin', 'Temes', 'Braga    Guimarães    Prazins (Santo Tirso)    824    266', 'Músico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56114227, 'Humberto', 'Brião', 'Faro    Silves    S. Bartolomeu de Messines    8 491     24 641', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24312271, 'Nadina', 'Paredes', 'Lisboa    Azambuja    Vila Nova de S. Pedro    725    1 438', 'Jornalista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51241113, 'ï¿½lvaro', 'Campos', 'Viana do castelo    Melgaço    Lamas de Mouro    148    1 731', 'Músico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (47123422, 'Apï¿½lo', 'Vale', 'Braga    Barcelos    Chorente    758    416', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71928764, 'Emï¿½lio', 'Vasques', 'Viana do castelo    Paredes de Coura    Insalde    433    1 112', 'Dentista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51314836, 'Lï¿½dia', 'Junqueira', 'Viseu    Tondela    Canas de Sta. Maria    2 020     1 408', 'Animador turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13121334, 'Silvano', 'Filgueiras', 'Castelo Branco    Sertã    Castelo    1 163     2 462', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25185175, 'Ezequias', 'Benevides', 'Porto    Penafiel    Recezinhos (S. Martinho)    1 873     544', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41416542, 'Tabita', 'Pederneiras', 'Bragança    Mirandela    Frechas    1 137     1 841', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91114657, 'Ermelinda', 'Barrocas', 'Porto    Vila do Conde    Azurara    2 102     211', 'Professor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24521381, 'Tasha', 'Lara', 'Coimbra    Miranda do Corvo    Miranda do Corvo    7 140     4 661', 'Especialista em marketing digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12262125, 'Malvina', 'Boeira', 'Castelo Branco    Fundão    Fatela    549    1 059', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22316671, 'Wilma', 'Leite', 'Madeira    Câmara de Lobos    Câmara de Lobos    16 842     762', 'Investigador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32231324, 'Vilela', 'Mourato', 'Viana do castelo    Monção    Anhões    196    724', 'Soldador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13793731, 'Wilma', 'Carvalheiro', 'Porto    Marco de Canaveses    Ariz    1 772     407', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24182999, 'Orlando', 'Teixeira', 'Braga    Vieira do Minho Soutelo    215    629', 'Tradutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12221731, 'Lï¿½cia', 'Damazio', 'Viseu    Sátão    Águas Boas    225    795', 'Técnico de manutenção');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44356679, 'Ernesto', 'Jardim', 'Aveiro    Sta. Maria da Feira    Vale    2 138     901', 'Designer gráfico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24168231, 'Fï¿½bia', 'Quintas', 'Braga    Vila Nova de Famalicão    Mugege    1 938     298', 'Engenheiro químico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (81881376, 'Hilton', 'Canário', 'Guarda    Aguiar da Beira    Cortiçada    389    1 443', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12617914, 'Maximiliano', 'Açores', 'Lisboa    Lisboa    Castelo    587    5', 'Técnico de recursos humanos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (34217361, 'Felisberto', 'Escobar', 'Açores    Ponta Delgada    Ponta Delgada (S. José)    8 627     389', 'Guia turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (87511211, 'Marco', 'Regalado', 'Braga    Braga    Palmeira    4 594     872', 'Empregado de mesa');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73132213, 'Camila', 'Olivares', 'Viana do castelo    Ponte de Lima    Estorãos    513    1 710', 'Militar');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11214336, 'Ernesto', 'Berenguer', 'Vila Real    Valpaços    Valpaços    4 421     3 421', 'Gestor de marketing');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22346392, 'Valadares', 'Jorge', 'Viseu    Castro Daire    Moura Morta    150    999', 'Auditor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12342618, 'Paloma', 'Simas', 'Madeira    Santana    Ilha    358    1 500', 'Engenheiro industrial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31542441, 'Alcina', 'Brandão', 'Castelo Branco    Fundão    Escarigo    309    932', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (17731161, 'Nuno', 'Granja', 'Viseu    Viseu    Cota    1 281     4 050', 'Rececionista de hotel');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91341762, 'Iara', 'Colaço', 'Viseu    Viseu    Couto de Baixo    780    1 120', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24212651, 'Antenor', 'Pereira', 'Porto    Porto    Aldoar    13 957     236', 'Nutricionista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19934116, 'Ercï¿½lia', 'Paz', 'Porto    Felgueiras    Varziela    1 985     280', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61136111, 'Aponino', 'Queirós', 'Bragança    Vinhais    S. Jomil    62    796', 'Barman');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22821218, 'Cï¿½cero', 'Quinaz', 'Braga    Esposende    Marinhas    5 677     1 172', 'Auxiliar de ação direta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21297211, 'Alexandra', 'Jardim', 'Viseu    Armamar    Fontelo    816    768', 'Cabeleireiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11441274, 'Leocï¿½dio', 'Malho', 'Vila Real    Valpaços    Bouçoães    541    2 574', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41892226, 'Mï¿½xima', 'Vasconcelos', 'Guarda    Figueira de Castelo Rodrigo    Escarigo    124    1 766', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12232138, 'Simone', 'Blanco', 'Açores    Praia da Vitória    Fonte do Bastardo    1 156     890', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24841731, 'Ludovico', 'Peralta', 'Viseu    Nelas    Senhorim    1 453     3 108', 'Operador de máquinas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31438126, 'Sï¿½nia', 'Valente', 'Setúbal    Montijo    Quinta do Anjo    8 354     5 106', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45714535, 'Clï¿½udio', 'Sarmento', 'Évora    Évora    Torre de Coelheiros    817    22 623', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13974912, 'Normando', 'Lopes', 'Aveiro    Mealhada    Bunheiro    2 707     2 460', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15326161, 'Diva', 'Figueira', 'Viseu    Sernancelhe    Valença do Douro    451    896', 'Técnico administrativo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61271226, 'Abigail', 'Azevedo', 'Bragança    Moncorvo    Felgueiras    438    2 295', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18265964, 'Venceslau', 'Mendonça', 'Coimbra    Tábua    Mouronho    984    2 402', 'Educador de infância');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11212143, 'Tatiana', 'Velázquez', 'Évora    Mourão    Mourão    2 111     13 518', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24527143, 'Cï¿½cero', 'Parafita', 'Lisboa    Lisboa    Campo Grande    11 148     244', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28713121, 'Marieta', 'Noronha', 'Setúbal    Almada    Feijó    16 072     420', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (71553915, 'Caetano', 'Mendoça', 'Castelo Branco    Sertã    Troviscal    1 134     5 406', 'Pedreiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22423514, 'Miriam', 'Lameiras', 'Vila Real    Chaves    Santo Estêvão    632    879', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22322463, 'Dolores', 'Tigre', 'Aveiro    Oliveira de Azemeis    Palmaz    2 130     1 683', 'Comercial / vendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (91436211, 'Tristï¿½o', 'Gil', 'Braga    Barcelos    Carapeços    2 186     500', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13681141, 'Alana', 'Leite', 'Guarda    Gouveia    Aldeias    341    1 951', 'Engenheiro industrial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41511126, 'Vanderley', 'Vilaverde', 'Braga    Celorico de Basto    Corgo    324    291', 'Maquinista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31185772, 'Florï¿½ncia', 'Carneiro', 'Santarem    Coruche    Branca    1 577     11 546', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (52228626, 'Romana', 'Ávila', 'Vila Real    Vila Real    Vila Real (Nª Sra. da Conceição)    7 846     346', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11151611, 'Tï¿½mara', 'Canto', 'Évora    Évora    N. S. da Boa Fé    376    3 362', 'Formador profissional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61766438, 'ï¿½urea', 'Domingues', 'Viana do castelo    Viana do Castelo    Geraz do Lima (Sta Leocádia)    1 058     735', 'Técnico de análises clínicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (56439342, 'Lourival', 'Araújo', 'Braga    Celorico de Basto    Codeçoso    503    944', 'Contabilista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19291221, 'Belinda', 'Oliveira', 'Coimbra    Lousã    Gândaras    (*)     (*)', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (61624412, 'Virgolino', 'Filgueiras', 'Açores    Ribeira Grande    Rabo de Peixe    7 407     1 698', 'Segurança privado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11412314, 'Leocï¿½dia', 'Figueiroa', 'Santarem    Chamusca    Parreira    1 014     13 344', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28117411, 'Quixote', 'Torres', 'Viseu    Sernancelhe    Penso    244    771', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21154254, 'Helena', 'Negreiros', 'Aveiro    Sever do Vouga    Dornelas    662    768', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11711644, 'Amador', 'Carrilho', 'Porto    Gondomar    Caíde de Rei    2 636     666', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (49619735, 'Ermï¿½nio', 'Saldanha', 'Viana do castelo    Ponte de Lima    Gaifar    306    301', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (25134311, 'Donato', 'Eanes', 'Leiria    Leiria    Bajouca    2 015     1 321', 'Técnico ambiental');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11124121, 'Bï¿½rbara', 'Furtado', 'Viseu    Castro Daire    Mões    2 109     4 533', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (18311252, 'Leda', 'Candal', 'Porto    Vila do Conde    Guilhabreu    2 386     708', 'Procurador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11341227, 'Dirce', 'Pamplona', 'Aveiro    Oliveira de Azemeis    Madail    884    260', 'Gestor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (54152328, 'Naum', 'Penha', 'Viana do castelo    Ponte de Lima    Cabração    155    1 643', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15116911, 'Ermï¿½nio', 'Matoso', 'Lisboa    Odivelas    Póvoa de Santo Adrião    14 704     78', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11771777, 'Amadeu', 'Feijó', 'Braga    Barcelos    Viatodos    2 027     401', 'Influenciador digital');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13213223, 'Dï¿½cio', 'Penha', 'Viana do castelo    Viana do Castelo    Deocriste    742    639', 'Engenheiro eletrotécnico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (92111215, 'Cremilde', 'Taveira', 'Braga    Vila Verde    Godinhaços    462    655', 'Engenheiro industrial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51793181, 'Francisca', 'Espírito Santo', 'Castelo Branco    Covilhã    Cantar-Galo    2 492     570', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (14171149, 'Mara', 'Chamusca', 'Guarda    Seia    Lajes    309    441', 'Gestor de transportes');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21118811, 'Carolina', 'Cotrim', 'Santarem    Coruche    Erra    1 129     6 230', 'Animador turístico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19142949, 'Felicidade', 'Dourado', 'Guarda    Trancoso    Palhais    187    423', 'Músico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (29813942, 'Luciana', 'Cangueiro', 'Aveiro    Vale de Cambra    Arões    1 952     3 978', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22991185, 'Cremilda', 'Ribeiro', 'Braga    Barcelos    Minhotães    883    335', 'Explicador / tutor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12325291, 'Junia', 'Madureira', 'Bragança    Mogadouro    Castelo Branco    540    5 457', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19136611, 'Josuï¿½', 'Simas', 'Aveiro    Aveiro    Eixo    5 253     1 580', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22391816, 'Lita', 'Barra', 'Aveiro    Ílhavo    Ílhavo (S. Salvador)    16 760     4 168', 'Personal trainer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31623137, 'Lancelote', 'Diniz', 'Braga    Vila Nova de Famalicão    Gavião    3 729     441', 'Escritor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (67617132, 'Dinorah', 'Garrido', 'Braga    Vila Nova de Famalicão    Vale (S. Martinho)    1 943     405', 'Cuidador de idosos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31722217, 'ï¿½urea', 'Pacheco', 'Viana do castelo    Monção    Lapela    248    156', 'Videógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11785634, 'Elton', 'Mourão', 'Braga    Braga    Arcos    731    141', 'Especialista em cibersegurança');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (73115171, 'Dï¿½rio', 'Gois', 'Leiria    Pombal    Vila Cã    1 725     3 035', 'Estafeta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (46211121, 'Duarte', 'Colares', 'Guarda    Celorico da Beira    Baraçal    271    1 200', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93219239, 'Dulcineia', 'Felgueiras', 'Braga    Celorico de Basto    Molares    518    298', 'Maquinista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13122125, 'Celina', 'Parafita', 'Vila Real    Ribeira de Pena    Canedo    507    3 849', 'Gestor de produto');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19681624, 'Joana', 'Neto', 'Aveiro    Arouca    Mansores    1 155     1 512', 'Gestor de projetos IT');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21281517, 'Hortï¿½nsia', 'Basílio', 'Aveiro    Murtosa    Bunheiro    2 707     2 460', 'Engenheiro mecânico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32412464, 'Wilma', 'Liberato', 'Lisboa    Oeiras    Paço de Arcos    23 496     663', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93611142, 'Melinda', 'Bessa', 'Vila Real    Valpaços    Padrela e Tazem    469    2 864', 'Operador de máquinas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (41115291, 'Liana', 'Almeida', 'Évora    Montemor-o-Novo    Santiago do Escoural    1 659     13 893', 'Eletricista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (26161331, 'Camilo', 'Viegas', 'Guarda    Guarda    Cavadoude    366    598', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (47232864, 'Evelise', 'Valim', 'Açores    Ponta Delgada    Capelas    3 759     1 684', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (51131822, 'Anabela', 'Carvalheiro', 'Viseu    Lamego    Lazarim    686    1 571', 'Empreendedor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (32471149, 'Lilian', 'Almeida', 'Coimbra    Figueira da Foz    Buarcos    8 051     1 214', 'Veterinário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12721422, 'Disa', 'Peixoto', 'Guarda    Seia    Seia    6 928     1 977', 'Fisioterapeuta');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21168216, 'Diva', 'Monforte', 'Beja    Serpa    Brinches    1 175     9 227', 'Funcionário público');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (19813823, 'Moisï¿½s', 'Barroqueiro', 'Setúbal    Barreiro    Lavradio    13 051     217', 'Engenheiro informático');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (28283152, 'Isis', 'Fiães', 'Lisboa    Cascais    Alcabideche    31 801     3 976', 'Maquinista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (85121136, 'Silvano', 'Teves', 'Bragança    Mogadouro    Ventozelo    189    2 397', 'Operador de máquinas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31132322, 'Lï¿½via', 'Monsanto', 'Viseu    Oliveira de Frades    Reigoso    375    1 272', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12228224, 'Patrï¿½cio', 'Ilha', 'Viseu    Moimenta da Beira    Rua    678    942', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (45191131, 'Talita', 'Frias', 'Guarda    Guarda    Rochoso    343    1 942', 'Juiz');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (42926113, 'Jacob', 'Júdice', 'Vila Real    Alijó    Sanfins do Douro    1 763     1 845', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21641514, 'Lourenï¿½o', 'Freire', 'Bragança    Mirandela    Fradizela    300    1 346', 'Ator');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12441794, 'Plï¿½cida', 'Canadas', 'Beja    Beja    Trindade    345    9 863', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (13661412, 'Nï¿½bia', 'Espartero', 'Beja    Almodôvar    Gomes Aires    483    6 618', 'Soldador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22781214, 'Eliana', 'Vianna', 'Aveiro    Espinho    Guetim    1 532     176', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (31912646, 'Nï¿½vea', 'Alencar', 'Vila Real    Chaves    Vila Verde da Raia    855    970', 'Farmacêutico');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (37413123, 'Olga', 'Basílio', 'Braga    Fafe    Regadas    1 794     488', 'Cozinheiro / chef');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12212721, 'Silva', 'Domingos', 'Viseu    Sernancelhe    Pereiro    156    485', 'Enfermeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (57212166, 'Luciano', 'Vilaverde', 'Aveiro    Vagos    Santo André de Vagos    2 051     1 244', 'Psicólogo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11349611, 'Dï¿½lio', 'Toledo', 'Bragança    Vinhais    Celas    365    3 675', 'Cientista de dados');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (43716112, 'Cï¿½ssio', 'Pimentel', 'Viana do castelo    Valença    Taião    152    868', 'Relações públicas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (24273411, 'Wilker', 'Sarmento', 'Braga    Barcelos    Silva    998    220', 'Bombeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (93619225, 'Bonifï¿½cio', 'Alencar', 'Braga    Vieira do Minho Louredo    479    745', 'Web designer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (21221261, 'Isaï¿½as', 'Boga', 'Bragança    Miranda do Douro    Sendim    1 432     3 831', 'Consultor financeiro');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12374143, 'Arcelino', 'Jácome', 'Braga    Braga    Figueiredo    1 218     186', 'Pintor');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (82138291, 'Dorisse', 'Moreno', 'Porto    Vila do Conde    Rio Mau    1 907     1 042', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23194142, 'Eliana', 'Silvestre', 'Aveiro    Anadia    Mogofores    875    232', 'Advogado');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (11828525, 'Herculano', 'Alves', 'Bragança    Bragança    Pombares    59    1 096', 'Notário');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12841741, 'Heidi', 'Toscano', 'Viseu    Tondela    Nandufe    645    428', 'Guarda prisional');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (39887111, 'Denise', 'Mondragão', 'Aveiro    Mealhada    Murtosa    3 140     1 456', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (12165581, 'Aldara', 'Moreira', 'Braga    Fafe    Cepães    1 590     383', 'Especialista em inteligência artificial');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (44368112, 'Amï¿½rico', 'Santana', 'Coimbra    Pampilhosa da Serra    Janeiro de Baixo    764    4 054', 'Freelancer');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (87261526, 'Luis', 'Paula', 'Braga    Fafe    Travassós    1 621     1 019', 'Fotógrafo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (15127435, 'Silvano', 'Mirandela', 'Faro    Silves    Alcantarilha    2 347     1 954', 'Administrador de sistemas');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (29733611, 'Roberto', 'Moniz', 'Braga    Braga    Lamas    708    85', 'Economista');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23154121, 'Tï¿½lio', 'Cachão', 'Viseu    Mangualde    S. João da Fresta    281    752', 'Babysitter');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (23524211, 'Daniel', 'Rebocho', 'Bragança    Mirandela    Alvites    282    1 781', 'Analista de investimentos');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (22128171, 'Tibï¿½rcio', 'Salgueiro', 'Aveiro    Vagos    Sta. Catarina    1 073     684', 'Engenheiro agrónomo');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (75182162, 'Rosa', 'Taveira', 'Madeira    Funchal    Monte    7 444     1 865', 'Canalizador');
INSERT INTO Pessoas (ID, Nome, Apelido, Localidade, Profissao) VALUES (65712637, 'Vanessa', 'Milheirão', 'Braga    Vila Verde    Valões    183    400', 'Assistente social');
